n,network_type,logic_type,mean_slope,std_slope,mean_convergence_time,std_convergence_time,mean_final_disagreement,std_final_disagreement,mean_topic1_disagreement,mean_topic2_disagreement,mean_topic3_disagreement,convergence_rate,actual_repeats,repeat_stop_reason,slope_ci_half_width,slope_ci_target,mean_slope_from_mean_distance,mean_intercept_from_mean_distance
8,small_world,independent,-0.8307107951042839,0.13128066028461494,25.7,3.1640339933558095,5.129166309354927e-10,3.099637490001357e-10,2.755542919810619e-10,3.465752995213382e-10,3.1942180419844135e-10,1.0,10,ci_stable,0.08136859624911763,0.0830710795104284,-0.708746410739434,-0.1844953352896065
9,cycle_baseline,cascade,-0.07117199549944533,0.005105107417585514,213.7,19.11979776741027,1.0063143326139199e-07,2.8673218007568496e-08,6.507230385115706e-08,6.507230385153224e-08,6.507230385134264e-08,1.0,10,ci_stable,0.003164178359320549,0.007117199549944534,-0.06741147535888332,-1.1365395081987917
9,cycle_baseline,heterogeneous_cascade,-0.07037311637196339,0.005721163760686309,217.9,19.891092367076165,8.108218193185878e-08,2.5754970132984694e-08,5.233826573789378e-08,5.233826573871789e-08,5.2338265738921854e-08,1.0,10,ci_stable,0.0035460140367143127,0.007037311637196339,-0.06510333089523732,-1.4033522850744014
9,cycle_baseline,independent,-0.06945337839871682,0.004401021983063155,222.5,14.175487449976616,8.599892432163915e-08,1.917784227925561e-08,5.2547712047729945e-08,5.176016321827387e-08,3.6569762710750395e-08,1.0,10,ci_stable,0.002727781685794306,0.006945337839871682,-0.06750194355753844,-0.9508959094495109
9,random_strong,cascade,-0.297738069133111,0.12029529067921498,64.93333333333334,22.434476751786228,3.342447748864225e-08,3.408323230800231e-08,2.261130975270413e-08,2.2611309752462174e-08,2.2611309747277105e-08,1.0,30,max_repeats_reached,0.04304711692087605,0.029773806913311104,-0.12280640521079217,-3.988655315603079
9,random_strong,heterogeneous_cascade,-0.2595304440340831,0.041530034201276524,66.9,8.517302650748324,2.943333067261684e-08,1.76691226335138e-08,1.9953858128830656e-08,1.9953858128051244e-08,1.9953858380641554e-08,1.0,10,ci_stable,0.025740581878622194,0.02595304440340831,-0.2185860310669488,-0.7680532664184525
9,random_strong,independent,-0.24331846201105203,0.08693250168973543,78.83333333333333,28.146272287430193,3.227174462482121e-08,1.8934934430471944e-08,2.0270173750323534e-08,1.9039316582538715e-08,1.8566754696405007e-08,1.0,30,max_repeats_reached,0.031108396208471726,0.024331846201105206,-0.11618014201817374,-2.5658746652861213
9,scale_free,cascade,-0.5219244347261514,0.056471612317178226,34.8,1.8135294011647263,2.9161458731971814e-09,6.077242571523903e-09,2.149723143658048e-09,2.149723140007618e-09,2.1497231194353675e-09,1.0,10,ci_stable,0.03500146794060323,0.05219244347261514,-0.5015664798368092,-0.8078789461820763
9,scale_free,heterogeneous_cascade,-0.5091586868162514,0.044029323422061645,36.4,3.339993346633427,2.28696116576864e-09,2.283839059130291e-09,1.299763190758381e-09,1.2997629864385647e-09,1.7653777098334301e-09,1.0,10,ci_stable,0.027289657386583125,0.050915868681625134,-0.4581731474179005,-0.8297398247554818
9,scale_free,independent,-0.6121426878965253,0.174092502607993,32.96666666666667,7.416120992453714,4.5757474954298284e-09,4.7262528977578715e-09,2.6349404181343183e-09,2.7075441178411724e-09,2.6856778074407033e-09,1.0,30,max_repeats_reached,0.062298201970337475,0.061214268789652526,-0.33970243453633003,-2.68355369034332
9,small_world,cascade,-0.5385730908760256,0.02748317224697728,33.9,0.7378647873726221,2.6305353597684014e-10,4.4142529645544174e-10,1.7883447373371759e-10,1.78834478804577e-10,1.7883446963887437e-10,1.0,10,ci_stable,0.017034246638926474,0.053857309087602556,-0.5357718356881174,-0.3474381813750665
9,small_world,heterogeneous_cascade,-0.5221643851219826,0.04112948257758344,34.5,2.0682789409984763,1.3527136499074855e-09,1.2545248057635867e-09,6.048708614849407e-10,6.048706276193098e-10,1.1412935332121366e-09,1.0,10,ci_stable,0.025492317410157835,0.05221643851219826,-0.5000088072169268,-0.7169289334684146
9,small_world,independent,-0.6825750118716901,0.11543802438980016,30.066666666666666,3.7695522027853396,9.682669646257721e-10,4.084107407200956e-10,5.788070734982782e-10,4.677235851314181e-10,6.622561571987409e-10,1.0,15,ci_stable,0.05841970067482212,0.06825750118716904,-0.5845800985522955,-0.19592696725610723
10,cycle_baseline,cascade,-0.060492387667369196,0.005305595539823068,254.2,21.384314085069196,8.694767278463921e-08,1.9146530446265785e-08,5.585440215666724e-08,5.585440215666724e-08,5.585440215666724e-08,1.0,10,ci_stable,0.003288442184896411,0.00604923876673692,-0.05754988884822029,-1.0725427417978468
10,cycle_baseline,heterogeneous_cascade,-0.05675722437006483,0.0043727418656452684,264.2,28.522116175191336,8.798835280108142e-08,1.7871191636419204e-08,5.66587932265853e-08,5.665879322898655e-08,5.6658793227032406e-08,1.0,10,ci_stable,0.002710253487420955,0.005675722437006483,-0.05400154404371209,-1.2722523042756282
10,cycle_baseline,independent,-0.057638282473468395,0.0018814150730905256,264.2,8.230026326405845,9.652535063656339e-08,1.9541098390154368e-08,5.393707496207131e-08,6.31910959196589e-08,4.176961118335655e-08,1.0,10,ci_stable,0.0011661131436070935,0.005763828247346839,-0.057133798236215304,-1.0488030908342296
10,random_strong,cascade,-0.26520398785624305,0.12636516447791246,81.53333333333333,47.23655315561233,4.014562739951151e-08,3.541161008670901e-08,2.734122281108181e-08,2.734122280984273e-08,2.734122281248217e-08,1.0,30,max_repeats_reached,0.04521919336403676,0.026520398785624306,-0.0677016321008181,-3.8144609516190306
10,random_strong,heterogeneous_cascade,-0.24644490234447866,0.09194258375042659,76.5,28.63413684928268,4.26598116267596e-08,3.9913663857183986e-08,2.9237029121890432e-08,2.923702911511565e-08,2.9224129487769583e-08,1.0,30,max_repeats_reached,0.03290123104873882,0.024644490234447865,-0.09544637142733385,-3.636460781479237
10,random_strong,independent,-0.2592823001143607,0.10132195559590086,85.73333333333333,82.2271594251342,1.911690265846642e-07,8.452447545615582e-07,4.587227261533733e-08,6.451476841025243e-08,1.7582948547954232e-07,0.9666666666666667,30,max_repeats_reached,0.03625759615826897,0.02592823001143607,-0.021082446361856303,-7.210029314913229
10,scale_free,cascade,-0.5158955411628077,0.03846617423182422,36.0,2.494438257849294,2.949805913234003e-09,3.152788170507555e-09,1.9794932825254013e-09,1.9794932820033817e-09,1.9794932417003303e-09,1.0,10,ci_stable,0.023841581795306682,0.05158955411628077,-0.500821805518149,-0.2947259410881373
10,scale_free,heterogeneous_cascade,-0.5011818815584874,0.06087623313703768,36.9,3.510302297840203,3.234498240629977e-09,3.897883216232893e-09,2.176094274645029e-09,2.176049331203806e-09,2.296689071087759e-09,1.0,10,ci_stable,0.03773148020855343,0.050118188155848745,-0.4205212106296213,-1.0944075539690328
10,scale_free,independent,-0.5324006986668007,0.16980825599479848,37.56666666666667,9.283590763883572,8.894419529950698e-09,1.238953118303158e-08,4.67518410766812e-09,7.3137678901716275e-09,3.862153358922811e-09,1.0,30,max_repeats_reached,0.060765104009189164,0.053240069866680076,-0.27678595361562436,-3.0695084887792765
10,small_world,cascade,-0.5377842379497016,0.0471556177217984,35.4,2.836272984824352,1.143014568173298e-09,1.007951145210746e-09,7.619691608959316e-10,7.619691586244159e-10,7.619691509991137e-10,1.0,10,ci_stable,0.029227354668724316,0.05377842379497018,-0.4849561559541287,-0.2232067568260647
10,small_world,heterogeneous_cascade,-0.5269023588350128,0.0486600508621715,36.3,2.6687491868330784,1.7062581660717705e-09,1.102522054719458e-09,1.0385115291711511e-09,1.0385115445960973e-09,1.1787720487515387e-09,1.0,10,ci_stable,0.030159811989684003,0.05269023588350128,-0.49159366342383365,-0.03399251616573395
10,small_world,independent,-0.6122387712483081,0.12167190070676707,33.2,4.71950041959171,1.5717178206941065e-09,8.826082054446028e-10,8.044726890700415e-10,9.051336197240523e-10,9.879958067871598e-10,1.0,20,ci_stable,0.0533250616226594,0.06122387712483081,-0.49646904424882393,-0.36407372985516623
11,cycle_baseline,cascade,-0.047703266884775816,0.0029186039838597255,319.4,28.10772926517623,9.024843050164156e-08,1.8073776250644548e-08,5.768535861356836e-08,5.768535861356836e-08,5.768535861356836e-08,1.0,10,ci_stable,0.0018089694906994558,0.004770326688477582,-0.04602686916583401,-1.0552792275244804
11,cycle_baseline,heterogeneous_cascade,-0.048391251686119484,0.0033468729541100283,307.7,25.17516412834063,1.1442259474876564e-07,3.459051791380116e-08,7.384179021917758e-08,7.384179022362052e-08,7.384179021819639e-08,1.0,10,ci_stable,0.002074413348543962,0.004839125168611949,-0.046040378744734343,-1.33806087502113
11,cycle_baseline,independent,-0.04949298663778656,0.004994623828036289,311.1,32.29533850091819,1.0120790609379531e-07,2.001420562519591e-08,6.968173579869722e-08,4.824999723705558e-08,5.188322284149999e-08,1.0,10,ci_stable,0.003095699921059391,0.004949298663778657,-0.04654972819945836,-1.1106652353500497
11,random_strong,cascade,-0.2405404400310548,0.10260078471689157,76.5,23.366273956724243,4.4053273688682634e-08,3.406224526373043e-08,3.0572293348437076e-08,3.057229334901632e-08,3.05722933451076e-08,1.0,30,max_repeats_reached,0.036715219282019575,0.02405404400310548,-0.13508257806703255,-2.692658079565983
11,random_strong,heterogeneous_cascade,-0.2507659430813319,0.08822776401285556,74.56666666666666,23.801888266636986,4.294891446998014e-08,3.862921187329541e-08,2.9205558447326767e-08,2.9205558447621723e-08,2.9204908694547415e-08,1.0,30,max_repeats_reached,0.031571899878081226,0.02507659430813319,-0.12106210613548568,-3.5255293296358707
11,random_strong,independent,-0.2749290842993528,0.11432488429235758,73.36666666666666,30.926479373455717,4.3959655829677815e-08,5.419493483855851e-08,2.7071919228753834e-08,2.987652715957941e-08,2.327276064015298e-08,1.0,30,max_repeats_reached,0.04091063443391363,0.027492908429935282,-0.0951890117840917,-3.889418241909724
11,scale_free,cascade,-0.4770641866949298,0.09263578048508195,39.15,8.524114400674682,7.074006241757998e-09,1.4175052736784543e-08,5.059531389561719e-09,5.059531388468931e-09,5.059531358077047e-09,1.0,20,ci_stable,0.040599420853424766,0.04770641866949298,-0.23013410425221256,-3.783206466775184
11,scale_free,heterogeneous_cascade,-0.45278390816946285,0.06700460604852451,39.86666666666667,5.527420822805242,6.293401475145068e-09,5.877403764432894e-09,4.340786295072341e-09,4.34078556115263e-09,4.763748075598292e-09,1.0,15,ci_stable,0.0339090091837629,0.04527839081694629,-0.3424082486914624,-2.0435135214074753
11,scale_free,independent,-0.5360677386398688,0.14820276174962857,36.86666666666667,9.55468230884672,7.059226490377937e-09,8.722152857604422e-09,4.510009792556011e-09,4.23417965601569e-09,4.184618110181609e-09,1.0,30,ci_stable,0.05303367718729244,0.05360677386398687,-0.2559655299673649,-3.4307604065438917
11,small_world,cascade,-0.4661454671219933,0.06970230745323552,40.2,5.977736472389304,2.606618243024649e-09,1.7587397608116503e-09,1.7158425473847443e-09,1.7158425442342684e-09,1.7158425402870185e-09,1.0,10,ci_stable,0.04320193774542471,0.046614546712199334,-0.3842742955216879,-0.6257285365864151
11,small_world,heterogeneous_cascade,-0.5023378334677787,0.04882917844069594,37.9,3.6651512019742563,2.3430465460093397e-09,1.1363552471714974e-09,1.5505664615204383e-09,1.5505664504418795e-09,1.5475487800688008e-09,1.0,10,ci_stable,0.030264638348888085,0.050233783346777874,-0.42622683666587574,-0.4834543727534804
11,small_world,independent,-0.49490327830141717,0.09731860162219817,39.86666666666667,7.809030181844118,2.7508963790205157e-09,1.4518302414884958e-09,1.5017938188331099e-09,1.4102828980661865e-09,1.7577963342052072e-09,1.0,15,ci_stable,0.049250007585571784,0.04949032783014171,-0.3002223982746244,-1.8045935695108364
12,cycle_baseline,cascade,-0.0395854988519021,0.002733551088165052,378.3,31.808629157649797,1.1329559464994141e-07,3.201431411149768e-08,7.269548476577459e-08,7.26954847664117e-08,7.269548476560916e-08,1.0,10,ci_stable,0.0016942725176505285,0.003958549885190211,-0.03811024848432767,-1.1663080566952972
12,cycle_baseline,heterogeneous_cascade,-0.04066296506337145,0.003157791880738271,378.6,31.86150585825402,9.953193149231152e-08,1.833859431073687e-08,6.391838423148722e-08,6.391838423270038e-08,6.391838423162327e-08,1.0,10,ci_stable,0.0019572196851042663,0.0040662965063371454,-0.03858822237168677,-1.003736943447293
12,cycle_baseline,independent,-0.039074726655789795,0.0017575421589163033,391.2,23.58813260942884,1.0512966433624007e-07,9.870379720014656e-09,5.369605803989651e-08,6.087063091438689e-08,6.422767111488585e-08,1.0,10,ci_stable,0.0010893359159652438,0.00390747266557898,-0.03785188937175725,-1.0046731898726315
12,random_strong,cascade,-0.2710427582237459,0.032370132323866416,64.4,6.931409989637349,2.882321613620701e-08,2.077474977511051e-08,2.002257288944076e-08,2.002257288780074e-08,2.002257288476666e-08,1.0,10,ci_stable,0.020063215875673602,0.027104275822374586,-0.23669901424358825,-0.5636534468213628
12,random_strong,heterogeneous_cascade,-0.2844487770519264,0.10686763306561559,68.8,26.17105534614595,2.938504666292587e-08,2.558151210736471e-08,2.060391338448821e-08,2.0603913185530953e-08,2.0608729723673434e-08,1.0,30,max_repeats_reached,0.038242091354185444,0.028444877705192634,-0.11626172018046861,-3.4815257735346257
12,random_strong,independent,-0.2810843047445418,0.11073297292414304,73.23333333333333,35.368682166019696,4.1278625214983584e-08,5.842514968167785e-08,2.668367930083181e-08,2.043163648590289e-08,2.9544867742535033e-08,1.0,30,max_repeats_reached,0.03962528545837247,0.028108430474454184,-0.07345784156783995,-5.328180836018197
12,scale_free,cascade,-0.4852474871798022,0.07613695432345603,37.4,6.1388691373667745,5.8839447158339605e-09,9.300616712523056e-09,4.07177709700851e-09,4.071777099195917e-09,4.071777123370384e-09,1.0,15,ci_stable,0.03853061506709146,0.04852474871798022,-0.3158135213021962,-2.4263961149488704
12,scale_free,heterogeneous_cascade,-0.45473181359219755,0.11719783891575468,41.86666666666667,13.436269323489062,9.470095094892906e-09,1.270864186528254e-08,6.409971427601654e-09,6.409967062205072e-09,6.691949415117e-09,1.0,30,ci_stable,0.04193870804247689,0.04547318135921975,-0.200259066281747,-3.510901379920945
12,scale_free,independent,-0.5295634191770524,0.1462626355480743,37.06666666666667,9.398948339312089,7.989945027743937e-09,1.129476525389446e-08,4.103788357491233e-09,4.138205961991113e-09,6.121691281793191e-09,1.0,30,ci_stable,0.05233941194242701,0.05295634191770524,-0.238614364492702,-4.056309668793538
12,small_world,cascade,-0.4600225444232854,0.06826030379497065,40.6,6.310485101972924,2.8621788231875627e-09,1.524889774177811e-09,1.8614840398723911e-09,1.8614840390040417e-09,1.8614840326189788e-09,1.0,10,ci_stable,0.042308174618359916,0.046002254442328555,-0.33467772542128754,-1.5098761392922677
12,small_world,heterogeneous_cascade,-0.4073010870384814,0.0604409853611142,45.4,5.910442735813735,3.7817057127738045e-09,1.1863183745065712e-09,2.5182074416639812e-09,2.518207439406894e-09,2.5603713896573616e-09,1.0,10,ci_stable,0.037461710842139034,0.04073010870384814,-0.3577062730153103,-0.3971473392838098
12,small_world,independent,-0.47706919761002603,0.10650041124292624,41.24,7.201157314395142,3.0279604346689453e-09,1.4597252384877904e-09,1.3651233047412332e-09,1.9695456281596644e-09,1.80508260491858e-09,1.0,25,ci_stable,0.04174816120722709,0.04770691976100261,-0.36148709033785875,-0.7145527722830836
13,cycle_baseline,cascade,-0.03454167373656567,0.002851076706691632,422.2,47.92308652645633,1.3589187199408127e-07,5.766212147547219e-08,8.717185095749866e-08,8.717185095754595e-08,8.717185095743556e-08,1.0,10,ci_stable,0.001767115650691487,0.0034541673736565672,-0.03304945405562722,-1.3544410357596768
13,cycle_baseline,heterogeneous_cascade,-0.0331999074636566,0.0019469574968280592,446.2,28.23236912954113,1.1299778959879622e-07,2.6795033361871242e-08,7.247376113776469e-08,7.247376113557368e-08,7.247376113152877e-08,1.0,10,ci_stable,0.0012067367587132768,0.0033199907463656603,-0.03249617199846181,-1.332295347090366
13,cycle_baseline,independent,-0.033722203844484884,0.001516099430315774,442.0,18.89738371074449,1.2366332661200114e-07,2.068850301862579e-08,6.175660657441067e-08,7.472483995755492e-08,6.88445371424007e-08,1.0,10,ci_stable,0.0009396881623799892,0.0033722203844484887,-0.03318000928989799,-1.2812064002653873
13,random_strong,cascade,-0.2502694013050778,0.0867882372519123,74.06666666666666,24.491987899400243,4.858005172287764e-08,7.575025583307322e-08,3.298414932097605e-08,3.2984149321400144e-08,3.298414931963943e-08,1.0,30,max_repeats_reached,0.03105677184240192,0.025026940130507783,-0.081659147874753,-5.4897620553315996
13,random_strong,heterogeneous_cascade,-0.2527475833832245,0.10114479716665359,72.9,23.653169212456568,4.1425134644709246e-08,4.082320659303132e-08,2.8824557173960357e-08,2.882455721509e-08,2.8850658085368902e-08,1.0,30,max_repeats_reached,0.03619420082854105,0.02527475833832245,-0.11149000879489047,-3.7317399850259894
13,random_strong,independent,-0.2492377732950658,0.08193414641705282,74.4,24.80072301504465,3.779472169154428e-08,4.110236551750399e-08,1.7921089151224902e-08,2.7877037586531833e-08,2.7100796279349286e-08,1.0,30,max_repeats_reached,0.02931975774539993,0.024923777329506583,-0.1032361939778709,-4.061407653935387
13,scale_free,cascade,-0.4659680943635488,0.09187269300126347,39.25,7.01033072273379,6.446367836651425e-09,6.669195006924159e-09,4.37294732012997e-09,4.37294731947282e-09,4.372947301056831e-09,1.0,20,ci_stable,0.040264983018051675,0.046596809436354886,-0.3118063871957213,-2.589351585562951
13,scale_free,heterogeneous_cascade,-0.4414379831684806,0.09722618155260641,41.1,7.319045091583436,7.152759710809422e-09,5.63951943771717e-09,4.991697701980798e-09,4.991697639933672e-09,5.110738773594568e-09,1.0,20,ci_stable,0.042611252824295336,0.04414379831684807,-0.30201281321463114,-2.545076780828081
13,scale_free,independent,-0.49462783745225,0.14875065914751137,39.56666666666667,9.496581357060252,1.0230209392730418e-08,1.3079355457046921e-08,5.674166179407556e-09,5.727416922074913e-09,7.155636519919785e-09,1.0,30,max_repeats_reached,0.053229739753118045,0.049462783745224996,-0.2644253046478784,-2.943916964304951
13,small_world,cascade,-0.38616117080749257,0.08253449444732398,48.36,8.596898665604165,5.480548965948257e-09,2.5627133368550685e-09,3.60656678136387e-09,3.6065667814496175e-09,3.6065667801639e-09,1.0,25,ci_stable,0.032353521823351,0.03861611708074926,-0.2695256368229371,-1.3731677951576344
13,small_world,heterogeneous_cascade,-0.40780249668531054,0.09385690260483513,47.0,10.251016209787851,5.2708815804492e-09,3.2650761608806185e-09,3.4781331619844608e-09,3.4781328760509896e-09,3.47936900664175e-09,1.0,25,ci_stable,0.03679190582109538,0.04078024966853107,-0.23149626439494658,-1.9297962554886687
13,small_world,independent,-0.37846326420308474,0.049572460118190706,48.0,5.120763831912405,6.052122817836982e-09,2.234575508055718e-09,3.0762588636359226e-09,4.041147227144883e-09,3.2564419867795865e-09,1.0,10,ci_stable,0.030725329105503112,0.037846326420308475,-0.3450147885779918,-0.2489812228940167
14,cycle_baseline,cascade,-0.029131045776193056,0.0017010612392292029,486.2,17.034605301496644,3.0427571693457385e-07,2.2885497065445687e-07,1.9608543063769087e-07,1.9608543063762578e-07,1.9608543063762578e-07,0.5,10,ci_stable,0.001054328679256998,0.002913104577619306,-0.028211456604001154,-1.1878948935729767
14,cycle_baseline,heterogeneous_cascade,-0.0290177584998891,0.002191977178582668,483.7,48.097239468023986,3.1384881762316983e-07,2.0867868567320096e-07,2.0015420675075096e-07,2.0015420674611346e-07,2.0015420674882137e-07,0.3,10,ci_stable,0.0013586015308324538,0.00290177584998891,-0.02815211604276906,-1.2082468970543383
14,cycle_baseline,independent,-0.029250183436062015,0.0020787551223346427,490.5,15.918193644031625,2.238177020214045e-07,1.652579570739295e-07,1.0934838153061124e-07,1.5905236025774114e-07,1.086805828107035e-07,0.4,10,ci_stable,0.0012884257733266076,0.002925018343606202,-0.028461037534466292,-1.4586600854175371
14,random_strong,cascade,-0.22832894472651302,0.09422616921878181,83.03333333333333,34.275238205196885,4.9901648689814784e-08,7.273570872106267e-08,3.4842814815689615e-08,3.484281481553772e-08,3.4842814816141116e-08,1.0,30,max_repeats_reached,0.03371840161377147,0.022832894472651306,-0.060928981569454956,-6.580888479191028
14,random_strong,heterogeneous_cascade,-0.25115591578432556,0.11345300108050589,78.7,34.659078524074054,4.243003579394294e-08,4.466741144356403e-08,3.0576796557686053e-08,3.057679656029192e-08,3.0580117890818e-08,1.0,30,max_repeats_reached,0.04059863503352137,0.025115591578432545,-0.0990210896781339,-3.256397999410449
14,random_strong,independent,-0.2387637092082156,0.09890181174865524,81.33333333333333,33.61376291746082,5.849750535235553e-08,7.894374935830326e-08,3.5600448358335705e-08,3.075233629099151e-08,4.021371464097643e-08,1.0,30,max_repeats_reached,0.035391558804940375,0.023876370920821562,-0.0773762166202947,-4.441053601827225
14,scale_free,cascade,-0.45607139886008474,0.09442512188596633,40.95,6.6449426752903396,6.577832304893405e-09,4.774137606466289e-09,4.586840927605968e-09,4.586840929540594e-09,4.586840914916167e-09,1.0,20,ci_stable,0.04138363429886187,0.045607139886008466,-0.3552897451854207,-1.2481040113532913
14,scale_free,heterogeneous_cascade,-0.4834048794585727,0.08317030524507336,37.733333333333334,4.233652031498282,5.616382488968572e-09,3.8039079439497025e-09,4.0660585532497315e-09,4.066058481037476e-09,4.099719129952063e-09,1.0,15,ci_stable,0.042089981729452455,0.048340487945857276,-0.4150105575541335,-1.439206416129109
14,scale_free,independent,-0.4633203776840837,0.10820007154288964,41.0,9.98749217771909,7.825708796760577e-09,7.1464897782339595e-09,4.572164027891916e-09,4.677083697887884e-09,5.352595787274703e-09,1.0,25,ci_stable,0.04241442804481274,0.04633203776840837,-0.2064428710629242,-4.331357019775301
14,small_world,cascade,-0.3804875112047066,0.08316553928199076,48.75,8.75920568376644,6.211868561239891e-09,3.869814765048193e-09,4.0820266559207115e-09,4.082026656354156e-09,4.082026651595191e-09,1.0,20,ci_stable,0.036448904647112236,0.03804875112047067,-0.2664271044746843,-1.5219843428280717
14,small_world,heterogeneous_cascade,-0.3728055796076194,0.0994440311332394,50.666666666666664,11.686518414124805,6.135359585031454e-09,4.35477660829352e-09,4.060095885636132e-09,4.0600960584614e-09,4.085051443411705e-09,1.0,30,ci_stable,0.035585589519801876,0.03728055796076194,-0.23894137999892567,-1.5949344178317004
14,small_world,independent,-0.3564554862768488,0.08249825190637952,52.4,10.59087657687817,6.5135719889883745e-09,3.083494610504382e-09,3.6075980987805737e-09,3.80867655591942e-09,3.6331740304228135e-09,1.0,25,ci_stable,0.03233931474730077,0.03564554862768489,-0.24313685112349273,-1.5832288268038344
15,cycle_baseline,cascade,-0.025301998493968476,0.001194794054023564,500.0,0.0,1.291365612719702e-06,8.432222513485253e-07,8.241213976918606e-07,8.241213976918606e-07,8.241213976918606e-07,0.0,10,ci_stable,0.0007405410269259823,0.002530199849396847,-0.025050984848771208,-1.2451872037450673
15,cycle_baseline,heterogeneous_cascade,-0.02571149732520628,0.0016308373539051437,500.0,0.0,7.062385658872631e-07,4.7205244948518655e-07,4.5375348284670846e-07,4.5375348284727936e-07,4.5375348284528015e-07,0.1,10,ci_stable,0.0010108034641979802,0.002571149732520628,-0.025287706208078783,-1.7450122669538237
15,cycle_baseline,independent,-0.026205163485576492,0.0019571238849943706,496.3,11.700427342623005,7.722238823796871e-07,3.2987318918075726e-07,3.795053302041085e-07,4.394249384473831e-07,4.5384886152606654e-07,0.1,10,ci_stable,0.0012130379513811307,0.00262051634855765,-0.02576511148490524,-1.4586572053366322
15,random_strong,cascade,-0.26640539274245684,0.08873943023771341,72.4,39.33288524973683,5.0592550067828245e-08,1.1765096202054034e-07,3.713621726576607e-08,3.7136217265349894e-08,3.713621726601815e-08,1.0,30,max_repeats_reached,0.03175499728514975,0.026640539274245686,-0.04757275655859072,-5.784222159534407
15,random_strong,heterogeneous_cascade,-0.23667142605354968,0.10014188142668429,80.1,31.60243334149205,5.3976167471755956e-08,6.1988294677719e-08,3.829097741982788e-08,3.829097742108689e-08,3.829101948897528e-08,1.0,30,max_repeats_reached,0.03583531204015637,0.023667142605354966,-0.08168216128221822,-4.692428571428917
15,random_strong,independent,-0.25027269359248483,0.10376842239155624,77.6,30.788040669647394,4.3222759873220395e-08,4.255466826977669e-08,2.7525596511568167e-08,2.8792128321590496e-08,2.729189910653498e-08,1.0,30,max_repeats_reached,0.03713305305771195,0.025027269359248483,-0.09046618250654576,-4.518926710709501
15,scale_free,cascade,-0.45814608232392706,0.07098007534558437,40.0,5.14241620684717,5.246435076332405e-09,4.0363323353987424e-09,3.677858970558135e-09,3.677858967668247e-09,3.6778588939891105e-09,1.0,10,ci_stable,0.043993906490152314,0.04581460823239271,-0.3732512664963695,-1.33317282489835
15,scale_free,heterogeneous_cascade,-0.46292775548829657,0.04797576010553546,39.5,3.205897343611891,4.204707624703066e-09,2.7236309205258917e-09,2.831493590879303e-09,2.8314935963407085e-09,2.9017681753643654e-09,1.0,10,ci_stable,0.0297356841846211,0.04629277554882965,-0.42831690920783294,-0.7592261124474905
15,scale_free,independent,-0.4393294787047449,0.13167081290345578,45.06666666666667,18.17905830673141,1.2863328369008553e-08,2.0710284810584553e-08,9.117501065193061e-09,6.870872894665941e-09,7.915402137620056e-09,1.0,30,max_repeats_reached,0.04711779526961315,0.0439329478704745,-0.12122881237184445,-4.7550343964647
15,small_world,cascade,-0.34125416338094167,0.04463087333013051,52.1,5.10881590977792,6.5574685758242694e-09,2.8990593625883244e-09,4.374865162844275e-09,4.374865162394261e-09,4.374865166588642e-09,1.0,10,ci_stable,0.02766250188239259,0.034125416338094176,-0.31725993205770275,-0.3372695356033265
15,small_world,heterogeneous_cascade,-0.31580246518161026,0.06121824368105336,57.666666666666664,10.627905765125178,6.946747026573385e-09,2.286094292367388e-09,4.5883612861306805e-09,4.5883612860518204e-09,4.58810663784807e-09,1.0,15,ci_stable,0.030980705799409515,0.03158024651816103,-0.22864046157057707,-1.3551100637936428
15,small_world,independent,-0.31978810600211677,0.08475584659468502,58.3,12.407311526287426,8.148832259827436e-09,3.2766472630766334e-09,4.8119553174397005e-09,4.191055429787694e-09,4.889127515185424e-09,1.0,30,ci_stable,0.03032949018609952,0.031978810600211675,-0.19712996944429317,-2.112952513387983
16,cycle_baseline,cascade,-0.02258583456324804,0.0010591052576471632,500.0,0.0,5.556915366141357e-06,5.553845053316376e-06,3.571905174402425e-06,3.5719051744024795e-06,3.5719051744017913e-06,0.0,10,ci_stable,0.0006564402396208014,0.0022585834563248037,-0.02204649265683808,-1.3483117017706707
16,cycle_baseline,heterogeneous_cascade,-0.022682096671515644,0.0014256443153733431,500.0,0.0,4.3381159641540515e-06,3.5079753085624997e-06,2.7783352921006655e-06,2.778335292102751e-06,2.7783352921019004e-06,0.0,10,ci_stable,0.0008836235012908284,0.0022682096671515647,-0.02220193683264869,-1.4785478400169956
16,cycle_baseline,independent,-0.02240104191509038,0.000963410100364217,500.0,0.0,4.94515290998457e-06,2.477330543657117e-06,3.2258617782369142e-06,2.408342753358332e-06,2.8334765243391207e-06,0.0,10,ci_stable,0.0005971277666406186,0.0022401041915090375,-0.02217717178637281,-1.415850325945525
16,random_strong,cascade,-0.25723962147212276,0.0944008407373148,73.26666666666667,24.53418914049554,3.134234479311971e-08,4.2942100252285594e-08,2.312772617939171e-08,2.312772618005635e-08,2.3127726177133504e-08,1.0,30,max_repeats_reached,0.03378090701392956,0.025723962147212277,-0.12824262855783947,-2.7409577305433594
16,random_strong,heterogeneous_cascade,-0.269422917239236,0.10764985046280096,71.93333333333334,24.739934676876008,3.062806366020326e-08,3.2084471970823695e-08,2.3037694007104703e-08,2.3037694005580156e-08,2.3043087496895945e-08,1.0,30,max_repeats_reached,0.038522004254882246,0.02694229172392361,-0.1342582543463706,-2.779488945865359
