convergence_time,converged,slope,intercept,final_disagreement,topic1_disagreement,topic2_disagreement,topic3_disagreement,final_distance,iterations_recorded,n,network_type,logic_type,repeat,seed
38,True,-0.4707220316178255,-0.684671992555088,1.0793518798183682e-10,4.9065389333867974e-18,2.49626710604075e-14,1.0793518509522043e-10,1.3803832013817389e-08,38,2,random_strong,heterogeneous_cascade,2,832736746
42,True,-0.37770420551675554,-1.994735300953566,3.2664965178356135e-10,7.850462293418876e-17,2.7755575615628914e-15,3.2664965177176457e-10,2.593037568095634e-08,42,2,random_strong,heterogeneous_cascade,3,199908202
33,True,-0.5211225339877968,-1.7046257358651191,6.983530420612332e-10,0.0,8.326672684688674e-17,6.983530420612283e-10,1.0479667015420531e-08,33,2,random_strong,heterogeneous_cascade,4,7362269
31,True,-0.5109382466103946,-3.0626163754195708,5.805303460172842e-10,0.0,4.2675607830014327e-16,5.805303460171274e-10,1.0979470899474495e-08,31,2,random_strong,heterogeneous_cascade,5,796842586
34,True,-0.5128911905143237,-0.8256929527341336,1.8989182934821563e-08,1.029297386212491e-08,1.0292973917636061e-08,1.2194197207548996e-08,2.09532051816221e-08,34,2,random_strong,heterogeneous_cascade,6,786924377
23,True,-0.8202800870344573,-1.1258370502420927,2.2939578559703924e-10,0.0,3.4415803540355228e-12,2.2936996746381055e-10,6.5096258475704e-09,23,2,random_strong,heterogeneous_cascade,7,780364318
40,True,-0.43550644200488275,-0.49208482985671287,1.875200550394469e-10,1.1102230246251565e-16,0.0,1.8752005503942227e-10,2.5713397044969844e-08,40,2,random_strong,heterogeneous_cascade,8,664850856
31,True,-0.5624648870952208,-1.7344059560493705,6.099398222752963e-10,9.43689570931383e-16,4.135580766728708e-14,6.099398208725404e-10,8.430679848357819e-09,31,2,random_strong,heterogeneous_cascade,9,471567144
42,True,-0.35458649239455475,-3.2488106600494553,1.585538172976797e-09,9.813077866773595e-18,0.0,1.585538172976797e-09,1.8878267098372373e-08,42,2,random_strong,heterogeneous_cascade,10,705165378
44,True,-0.2838391225712405,-5.086763055895817,7.346885960712868e-09,0.0,3.925231146709438e-17,7.346885960712868e-09,3.27191799033792e-08,44,2,random_strong,heterogeneous_cascade,11,277121625
35,True,-0.5119473594886067,-1.0390973498299179,1.4182982787966008e-09,8.188175970591521e-10,8.188164035694001e-10,8.189306732742102e-10,1.174861698586047e-08,35,2,random_strong,heterogeneous_cascade,12,780729030
27,True,-0.6230804649605393,-2.9958037495990735,4.538704069002605e-10,0.0,8.142098225114622e-14,4.538703995971007e-10,6.029220883219608e-09,27,2,random_strong,heterogeneous_cascade,13,555646960
33,True,-0.5593507086591818,-0.8843836355891277,4.186941904300628e-10,1.962615573354719e-17,7.494005416219807e-16,4.186941904293917e-10,6.9289424044866634e-09,33,2,random_strong,heterogeneous_cascade,14,458915775
32,True,-0.5576747454403747,-0.848887093768012,7.90551069374858e-10,0.0,2.2593106746536496e-14,7.905510690520146e-10,1.338320539752803e-08,32,2,random_strong,heterogeneous_cascade,15,505606251
44,True,-0.3877650186336577,-0.9972947034361404,1.4519558888537218e-09,7.850462293418876e-17,7.850462293418876e-17,1.4519558888537176e-09,2.115919684018382e-08,44,2,random_strong,heterogeneous_cascade,16,568741195
36,True,-0.48636684569727007,-0.9647753931179928,1.0314533394062417e-09,0.0,3.925231146709438e-17,1.0314533394062413e-09,1.5420581379606122e-08,36,2,random_strong,heterogeneous_cascade,17,37262311
37,True,-0.46381259142651193,-0.7174046432043846,1.0100000835677838e-09,7.850462293418876e-17,1.1102230246251565e-16,1.0100000835677747e-09,2.735409123784446e-08,37,2,random_strong,heterogeneous_cascade,18,139796998
39,True,-0.43576356447161674,-1.6503794114930979,5.526931273948649e-10,3.2404708823387547e-15,3.247402347028583e-15,5.526931273758251e-10,1.3004908831628174e-08,39,2,random_strong,heterogeneous_cascade,19,245481166
21,True,-1.072059954474601,0.4230152313467558,1.3223323410016905e-10,3.754091482126239e-11,9.804222863250833e-11,8.039918730773365e-11,7.445730845628472e-10,21,2,small_world,independent,0,114530073
20,True,-1.0940487400095424,0.2563620981195806,2.0568717325200133e-10,1.972244589865113e-11,4.645048234942214e-11,1.994005793815054e-10,1.2124714492419629e-09,20,2,small_world,independent,1,439613574
14,True,-2.252002378861992,0.00446116492341863,1.2516775275383684e-14,5.2738515228306065e-15,1.1060605589090572e-14,2.55351295663786e-15,1.8849322078263644e-13,14,2,small_world,independent,2,668402961
14,True,-1.8444867732729624,-11.358745247767207,1.3877787807814457e-17,1.962615573354719e-17,0.0,0.0,0.0,14,2,small_world,independent,3,654428859
14,True,-1.8195451816693051,-0.748458508368545,3.1996489015430305e-12,7.515377209443841e-13,2.6902646778392415e-12,1.5605832598418394e-12,2.5227430895449747e-11,14,2,small_world,independent,4,471096205
18,True,-1.308046778340312,0.15438117657613906,3.86068076166269e-11,3.5621922078743194e-11,1.4737711051537872e-11,2.089051154285926e-12,2.568470595358001e-10,18,2,small_world,independent,5,855080007
14,True,-1.7497884129779115,-0.3320607475421599,1.3239346370109417e-11,1.1942391520136653e-11,5.702445460280317e-12,3.764211205922983e-13,9.47784508222013e-11,14,2,small_world,independent,6,565236106
