convergence_time,converged,slope,intercept,final_disagreement,topic1_disagreement,topic2_disagreement,topic3_disagreement,final_distance,iterations_recorded,n,network_type,logic_type,repeat,seed
50,True,-0.3556850311683807,-0.24315972232330912,1.001658662796082e-08,3.82071619660819e-09,7.1550986555309095e-09,8.271472701394005e-09,1.903833232254477e-08,50,7,random_strong,independent,11,44649088
51,True,-0.3420612059451017,-0.4764090948633178,9.653773466782899e-09,5.973170792127539e-09,3.0805023861506765e-09,7.465188013176707e-09,2.4314166910385045e-08,51,7,random_strong,independent,12,632091859
115,True,-0.14371035293802403,0.03539217990236596,4.555269920157225e-08,3.754124844988525e-08,1.3091693414275785e-08,2.806271427279108e-08,7.78211990304563e-08,115,7,random_strong,independent,13,232852284
66,True,-0.2636554025290897,-0.1369470142146604,2.1127825818122763e-08,1.4615391104955453e-08,1.2525302635475644e-08,1.2911866583467039e-08,3.091472431301841e-08,66,7,random_strong,independent,14,192561071
84,True,-0.2021078946433452,-0.13567052778228875,3.6936344741103044e-08,2.4206581663186013e-08,2.027227896162203e-08,2.2805037654393458e-08,4.478334464688877e-08,84,7,random_strong,independent,15,292059330
60,True,-0.2930935956577138,-0.06328883746446771,1.547338129290092e-08,9.648469862499184e-09,2.884829770085498e-09,1.2828267630509665e-08,2.7939141083893185e-08,60,7,random_strong,independent,16,194387021
89,True,-0.17420067122207306,-1.11099878388251,9.417317833919766e-08,6.44794942759618e-08,3.838571142976901e-08,6.730880518638524e-08,6.712015535547052e-08,89,7,random_strong,independent,17,490197542
58,True,-0.3078658473994908,0.18240249632110841,1.540737291265213e-08,8.79958797616246e-09,1.1125800229031625e-08,8.09420834775171e-09,2.7462983384721994e-08,58,7,random_strong,independent,18,995610628
83,True,-0.19945662165939518,-0.5532381729451805,3.5032235456153174e-08,2.455443787997804e-08,1.9241306997508302e-08,2.0112852586898378e-08,4.149022471769343e-08,83,7,random_strong,independent,19,586445172
77,True,-0.21592073350707755,-0.1881372609533238,4.198410222775205e-08,2.503257021719069e-08,2.478159683530192e-08,2.4026639182829155e-08,6.195149825611176e-08,77,7,random_strong,independent,20,723243111
74,True,-0.20526620801619255,-1.146962929701729,9.590651572207255e-08,5.846992382805339e-09,1.137263089259753e-07,1.449269933368147e-08,9.199923155383836e-08,74,7,random_strong,independent,21,493289975
132,True,-0.12167779776716957,-0.6131953313464413,4.775979220017577e-08,2.1643899578137742e-08,3.552574942327821e-08,2.549723551988125e-08,6.491689073280531e-08,132,7,random_strong,independent,22,13907270
94,True,-0.17089584945229638,-0.7498797919051925,4.763288801550297e-08,8.209846251147932e-09,5.277586682342329e-08,8.900926512164602e-09,5.5025329974353574e-08,94,7,random_strong,independent,23,84115334
93,True,-0.17722000350518227,-0.4909116743328586,2.990784401032119e-08,1.887064517527666e-08,2.2531667134582156e-08,1.5322395647088527e-08,5.197298619020105e-08,93,7,random_strong,independent,24,268872596
58,True,-0.2944052316693588,-0.3473144728289698,3.338440847035561e-08,3.391868529028677e-08,5.875018568930532e-09,1.2251979750433167e-08,4.925713080316397e-08,58,7,random_strong,independent,25,243667453
38,True,-0.47236705934930906,0.2660496203144121,1.595835376500072e-08,8.146043064301582e-09,3.0298400757705067e-09,1.6072764122152337e-08,3.899850808900742e-08,38,7,random_strong,independent,26,840579465
69,True,-0.24402451356959337,-0.16772471648236625,3.1660008754690285e-08,9.657665088987283e-09,3.3171741137300065e-08,3.984344951718614e-09,5.3592343994395744e-08,69,7,random_strong,independent,27,843588384
97,True,-0.1660933083512479,-0.6212061133807273,5.773456769539021e-08,1.93631782943729e-08,4.9893300649367564e-08,3.061560271807684e-08,5.755451009374854e-08,97,7,random_strong,independent,28,854121380
50,True,-0.3460811599657512,-0.46058697381470504,1.4748006425474833e-08,1.315481215406061e-08,1.1721738081960397e-08,3.489363975108184e-09,3.430743422416064e-08,50,7,random_strong,independent,29,637588700
72,True,-0.21197994643544382,-1.9938800657814737,1.8659777745027984e-08,1.2186612121595104e-08,1.2186612121595104e-08,1.2186612120432629e-08,3.9499871096221154e-08,72,7,random_strong,cascade,0,556173155
78,True,-0.2071230791552992,-0.9404538326329485,2.4784105915792997e-08,1.6717813900104916e-08,1.6717813900104916e-08,1.6717813900104916e-08,5.1188215529231566e-08,78,7,random_strong,cascade,1,406806891
85,True,-0.19722938936092013,-0.24606067646785867,3.487834960093169e-08,2.2362691021292682e-08,2.2362691021292682e-08,2.236269101912912e-08,4.9937734714685315e-08,85,7,random_strong,cascade,2,670203255
54,True,-0.32326688312818985,0.1285256135162551,1.936808112385653e-08,1.3781866078415146e-08,1.3781866078415146e-08,1.3781866087037649e-08,5.320380321142845e-08,54,7,random_strong,cascade,3,794442743
42,True,-0.4149881044473214,-0.8159940315385967,9.692704471456387e-09,6.5899176881627195e-09,6.589917689035027e-09,6.589917689693654e-09,1.803908823488159e-08,42,7,random_strong,cascade,4,762903018
71,True,-0.2350889105639317,-0.31748792057066105,5.053112855653958e-08,3.545647656538147e-08,3.545647656538147e-08,3.545647656538147e-08,4.9940574516045393e-08,71,7,random_strong,cascade,5,613830329
112,True,-0.14915896240399654,-0.12624904009649301,3.3947277017020987e-08,2.2067537044148777e-08,2.2067537044148777e-08,2.2067537044148777e-08,5.833186005537299e-08,112,7,random_strong,cascade,6,58108481
121,True,-0.1379687685421591,-0.2219608208590527,4.0820733295945996e-08,2.7441474143267175e-08,2.7441474143267175e-08,2.7441474143267175e-08,4.952755263241126e-08,121,7,random_strong,cascade,7,724949433
64,True,-0.24638976170291169,-1.405577394489372,2.8886853311854256e-08,2.0088982052753622e-08,2.0088982052753622e-08,2.00889820853867e-08,5.096953931603281e-08,64,7,random_strong,cascade,8,366608384
75,True,-0.23035981925198942,0.03734564478365373,1.7994744102238744e-08,1.177067385968306e-08,1.177067385968306e-08,1.1770673867470873e-08,4.730530559790531e-08,75,7,random_strong,cascade,9,743667294
77,True,-0.1902014775520191,-1.5929151652127327,7.204806546394912e-08,4.393281042193058e-08,4.393281042193058e-08,4.393281041128662e-08,1.1406807391793364e-07,77,7,random_strong,cascade,10,539527435
56,True,-0.32749978694375603,0.6659738314588506,1.302804236399456e-08,8.399362640697365e-09,8.399362640697365e-09,8.399362643231224e-09,2.879553601095925e-08,56,7,random_strong,cascade,11,881185780
53,True,-0.32021042840174324,-1.0513416124697001,2.0677319343476707e-08,1.674523390558454e-08,1.674523390558454e-08,1.6745233911502802e-08,2.7225720045721927e-08,53,7,random_strong,cascade,12,338456483
58,True,-0.24061108137672169,-3.341098347939549,2.9216841325143465e-08,1.8062119671214326e-08,1.8062119671214326e-08,1.8062119672177006e-08,3.031686368837221e-08,58,7,random_strong,cascade,13,931394221
67,True,-0.2295542158984244,-1.32125853909146,8.042123769876944e-08,5.835102550737281e-08,5.835102550737281e-08,5.835102550109317e-08,7.111360541446501e-08,67,7,random_strong,cascade,14,844478873
109,True,-0.14986366198341755,-0.46474607894745784,3.430300564314628e-08,2.2380041227505763e-08,2.2380041227505763e-08,2.2380041227505763e-08,5.8286375691660966e-08,109,7,random_strong,cascade,15,331107024
61,True,-0.2848039015638268,-0.3477462004842322,1.095223569722856e-08,7.443596184489665e-09,7.443596184489665e-09,7.443596179396672e-09,2.992089085286066e-08,61,7,random_strong,cascade,16,482572508
38,True,-0.5099202555274676,0.507309286295598,2.640888959665795e-09,1.6777677889264624e-09,1.6777677889264624e-09,1.6777677902235548e-09,9.355229336915989e-09,38,7,random_strong,cascade,17,531348033
54,True,-0.32230818970941116,-0.38680491508792736,1.0174587251828926e-08,8.108128253267007e-09,8.108128253267007e-09,8.108128253267007e-09,2.930079445792464e-08,54,7,random_strong,cascade,18,768627589
52,True,-0.36147740854705446,0.5034972081870804,8.164731792468709e-09,5.896551013475065e-09,5.896551013475065e-09,5.896551010688988e-09,1.2060833520369989e-08,52,7,random_strong,cascade,19,689157181
44,True,-0.37743067432142413,-1.567941789994038,9.240348102083983e-09,6.42168380307841e-09,6.42168380307841e-09,6.421683804970291e-09,1.6708189656373206e-08,44,7,random_strong,cascade,20,852015516
47,True,-0.3710154288582381,-0.6413303942320882,5.530337745725894e-09,3.480513798872671e-09,3.480513798872671e-09,3.4805137831405065e-09,1.924343093141094e-08,47,7,random_strong,cascade,21,369867792
52,True,-0.34087433892197083,-0.16291856314231443,1.003355149566963e-08,7.282068383005643e-09,7.282068383005643e-09,7.2820683788740485e-09,2.3612010301364833e-08,52,7,random_strong,cascade,22,504791482
147,True,-0.1123936025308032,-0.18368865193351283,5.536172206469264e-08,3.5266219876365076e-08,3.5266219876365076e-08,3.5266219876365076e-08,6.057727318329487e-08,147,7,random_strong,cascade,23,430864766
47,True,-0.3547593730437153,-1.4705462441647141,7.1483890483792724e-09,4.838848033826308e-09,4.838848030023489e-09,4.838848033218823e-09,2.1827185461648858e-08,47,7,random_strong,cascade,24,909552243
35,True,-0.553936943421571,0.3376270409591582,2.1560861999433975e-09,1.6701510025121525e-09,1.6701510107916166e-09,1.6701509645751968e-09,1.1101504563708164e-08,35,7,random_strong,cascade,25,304980590
54,True,-0.32647436965688287,-0.5294779763690928,1.1045370687517272e-08,8.26128604168199e-09,8.26128604168199e-09,8.261286038311666e-09,2.783002337952457e-08,54,7,random_strong,cascade,26,587123940
66,True,-0.2608838176230489,-0.035987920661838244,2.627220257025061e-08,2.00814618388677e-08,2.00814618388677e-08,2.0081461838463076e-08,4.6676350458834955e-08,66,7,random_strong,cascade,27,120166144
64,True,-0.2628866712077405,-0.35025647726121245,4.081726943521581e-08,2.8924745129215277e-08,2.8924745129215277e-08,2.8924745130349345e-08,3.0241968411921245e-08,64,7,random_strong,cascade,28,850274298
80,True,-0.20760677996751134,-0.6399194588038049,1.9865430903198456e-08,1.3124043640421163e-08,1.3124043642375819e-08,1.3124043642375819e-08,4.3883667573862096e-08,80,7,random_strong,cascade,29,384217953
152,True,-0.10515493070588203,-0.24607290286268202,5.3411475160115204e-08,3.567517812416186e-08,3.567517811391232e-08,3.567517811280925e-08,1.0134324386249088e-07,152,7,random_strong,heterogeneous_cascade,0,340590795
56,True,-0.30917651770339943,0.026112667512303588,2.2115522613539756e-08,1.6592363920793927e-08,1.659236390845169e-08,1.6591982220779156e-08,5.835074391550273e-08,56,7,random_strong,heterogeneous_cascade,1,582917215
58,True,-0.28648201997632616,-1.003988155105974,1.308766842403672e-08,9.14928713105883e-09,9.149287136957841e-09,9.149289012289666e-09,2.5305707471959917e-08,58,7,random_strong,heterogeneous_cascade,2,498816958
43,True,-0.37901935843648643,-1.1536896905317595,1.2845843729809655e-08,8.175782286172453e-09,8.175782252989754e-09,8.172863420414552e-09,4.131082316462878e-08,43,7,random_strong,heterogeneous_cascade,3,847976312
69,True,-0.25136642262319453,0.029429749263803113,1.4684971640349777e-08,9.857270886139906e-09,9.857270881232591e-09,9.857270903419163e-09,4.0848707426250425e-08,69,7,random_strong,heterogeneous_cascade,4,531411040
61,True,-0.29013725442047184,0.2947434233937116,1.6109326191514203e-08,1.0801609918614447e-08,1.0801609920261678e-08,1.0801609921036842e-08,3.4666088437258864e-08,61,7,random_strong,heterogeneous_cascade,5,516994668
120,True,-0.14234886630828314,0.17622372361060007,3.246394229035334e-08,2.0379867038180892e-08,2.037986703351438e-08,2.037986700331755e-08,5.0312714432752994e-08,120,7,random_strong,heterogeneous_cascade,6,104979715
54,True,-0.29084295757969564,-1.6413783828398212,2.6029303421789408e-08,1.9671128550044147e-08,1.96711285593938e-08,1.9671098231827812e-08,3.7843623847302006e-08,54,7,random_strong,heterogeneous_cascade,7,21938146
66,True,-0.2219247450985103,-2.0958035033265934,7.007930160193796e-08,5.49705121505073e-08,5.497051216178887e-08,5.497051219083398e-08,6.703062774828774e-08,66,7,random_strong,heterogeneous_cascade,8,398552506
113,True,-0.146917111933286,-0.20123358268505095,4.294757788367545e-08,2.8516010487321906e-08,2.851601048784254e-08,2.8516010487321906e-08,5.833590642251927e-08,113,7,random_strong,heterogeneous_cascade,9,917337672
52,True,-0.33450380501467014,-0.14684094748032328,2.0043721437703655e-08,1.3452178803087974e-08,1.3452178809648072e-08,1.3452132354720255e-08,3.1080365738154874e-08,52,7,random_strong,heterogeneous_cascade,10,628979697
50,True,-0.3556530986753428,-0.40971832532023555,1.0228346724729066e-08,6.835681181959201e-09,6.8356811864994985e-09,6.835658072508423e-09,1.0520707816058232e-08,50,7,random_strong,heterogeneous_cascade,11,630832240
83,True,-0.19191873101754706,-0.8433716346919112,6.666356833775141e-08,4.716366036211653e-08,4.716366036211653e-08,4.71636603579788e-08,5.7888508397352895e-08,83,7,random_strong,heterogeneous_cascade,12,391503671
111,True,-0.14470755911764632,-0.7381932665628166,4.689079687187699e-08,2.929278610749741e-08,2.9292786107121204e-08,2.9292786107076993e-08,5.7732187850011585e-08,111,7,random_strong,heterogeneous_cascade,13,177506582
60,True,-0.27951739193633524,-0.886766136670928,2.0540000536937518e-08,1.3072081772216483e-08,1.3072081768904051e-08,1.3072017347171632e-08,3.2866812958532545e-08,60,7,random_strong,heterogeneous_cascade,14,8546730
66,True,-0.2560571770685644,-0.5120800769879614,2.3184452310258914e-08,1.4208474111290373e-08,1.4208474120078826e-08,1.4208474195600884e-08,3.6008041282033606e-08,66,7,random_strong,heterogeneous_cascade,15,338855635
54,True,-0.30342636036583875,-1.0591831704328076,2.9730074778015104e-08,1.835743475648661e-08,1.8357434759386424e-08,1.8357443951723856e-08,3.7981431205310155e-08,54,7,random_strong,heterogeneous_cascade,16,316468144
114,True,-0.13332404609395004,-1.57234375261009,3.075348039119065e-08,1.9326945065643105e-08,1.9326945047756992e-08,1.932694508441278e-08,5.8276789771927636e-08,114,7,random_strong,heterogeneous_cascade,17,191603009
104,True,-0.15716650126396717,-0.4942669773232594,3.535477081931023e-08,2.2144806772428206e-08,2.21448067738855e-08,2.214480675225295e-08,5.7419167907816346e-08,104,7,random_strong,heterogeneous_cascade,18,259167022
46,True,-0.3980458520196231,0.4377266417489223,1.272750016511557e-08,8.769544294296933e-09,8.769544301348745e-09,8.769376615322738e-09,2.5460272418656376e-08,46,7,random_strong,heterogeneous_cascade,19,24823131
60,True,-0.30771477593443214,0.7661769538247554,1.7839590874311274e-08,1.3023730809887533e-08,1.3023730809431258e-08,1.3023730414423355e-08,2.4618909622706026e-08,60,7,random_strong,heterogeneous_cascade,20,927460458
57,True,-0.2835394479150978,-1.1693973779527314,2.5390787455027923e-08,1.7448729323353778e-08,1.7448729323314517e-08,1.7448729206585373e-08,5.177357572728373e-08,57,7,random_strong,heterogeneous_cascade,21,690799961
60,True,-0.2837760669943977,-0.3891614309378301,1.528168997801326e-08,1.0725119883077632e-08,1.0725119889951084e-08,1.0725133257275712e-08,3.7970132426547294e-08,60,7,random_strong,heterogeneous_cascade,22,448207328
59,True,-0.2936078349874101,-0.36859007232419183,1.558059198769511e-08,9.952208601410648e-09,9.952208606092054e-09,9.95220859693172e-09,2.8823665871490007e-08,59,7,random_strong,heterogeneous_cascade,23,420268179
42,True,-0.435508728404498,0.889398306997212,3.352457227643641e-08,2.3048851119547258e-08,2.3048851116580717e-08,2.2883567983084897e-08,4.026745250371365e-08,42,7,random_strong,heterogeneous_cascade,24,307535072
85,True,-0.17328231068531907,-2.3852239041883703,2.9559921888258563e-08,2.1199067472808754e-08,2.1199067475397978e-08,2.119906748095301e-08,4.270296629761617e-08,85,7,random_strong,heterogeneous_cascade,25,142406085
72,True,-0.24138445556117602,0.11661914657256472,2.1796942101890425e-08,1.3784625997714181e-08,1.3784625999365057e-08,1.3784625006236651e-08,4.127169771140743e-08,72,7,random_strong,heterogeneous_cascade,26,598477191
76,True,-0.20321072982395674,-1.68130137715719,1.847761149330388e-08,1.3638635585550219e-08,1.3638635585375326e-08,1.3638635586973727e-08,4.85602443005808e-08,76,7,random_strong,heterogeneous_cascade,27,566523986
89,True,-0.18650347159762135,-0.502774815285588,2.0361039865626742e-08,1.2786492273784341e-08,1.278649227688969e-08,1.2786492281936678e-08,4.672786941016054e-08,89,7,random_strong,heterogeneous_cascade,28,7314456
56,True,-0.3159134991782389,0.2711468772973752,1.6999157875762134e-08,1.0641009527958773e-08,1.06410095393397e-08,1.0641007878679746e-08,3.3401051305770624e-08,56,7,random_strong,heterogeneous_cascade,29,415521519
20,True,-1.1914258818205556,0.7391344333526415,2.8485654229957592e-11,1.662916764149611e-11,1.581995232707086e-11,1.972636524586095e-11,3.227617294254129e-10,20,7,small_world,independent,0,278022106
21,True,-1.0684432956906136,0.4911688886636671,3.498228054631688e-10,2.6754360336039404e-10,1.6651179377533218e-10,2.582366519067038e-10,1.829141088926761e-09,21,7,small_world,independent,1,170281734
21,True,-1.0566595339133562,0.4838249004706956,1.9970926995401127e-10,1.4568776897284225e-10,8.251035605006001e-11,1.48366780370221e-10,1.332078936080645e-09,21,7,small_world,independent,2,703033465
20,True,-1.1228366671351209,0.4468106033181018,9.785580828059243e-11,1.9180350331536614e-11,1.2020194752064573e-10,4.064977381194476e-11,7.647181746792198e-10,20,7,small_world,independent,3,525826152
19,True,-1.2339898877740114,1.3848006657046543,5.5563689373714724e-11,4.608509927129858e-11,2.147532412919607e-11,5.930739630206442e-11,5.899661486777615e-10,19,7,small_world,independent,4,633769772
21,True,-1.09488650293974,0.6358046675015919,7.7251457686816e-11,2.4630068989492603e-11,3.0570103961537813e-11,7.31236142673572e-11,5.779157117862047e-10,21,7,small_world,independent,5,713481640
18,True,-1.3605038270435303,1.043300759697107,2.8201748230021284e-11,2.0186344131919898e-11,2.0021110993276176e-11,8.38938075441828e-12,2.488195320603021e-10,18,7,small_world,independent,6,981805947
20,True,-1.0639628685622973,0.08041347071217349,2.0064816356602936e-10,1.7863464407027176e-10,4.966080801937083e-11,1.1552227600574726e-10,1.8156840160642978e-09,20,7,small_world,independent,7,802762652
22,True,-0.9800764352788458,0.41452734650607653,2.1976161866104244e-10,1.2700436577772e-10,7.027790513892835e-11,1.856063649577114e-10,1.7526054386164868e-09,22,7,small_world,independent,8,620357709
20,True,-1.1739920869168463,1.0288030458708044,6.960888274710558e-11,5.974152996092259e-11,4.3507606110255235e-11,2.8699796532948873e-11,5.055973373715152e-10,20,7,small_world,independent,9,879021554
35,True,-0.5113369187209899,-0.5275827897914883,1.1707385490898202e-14,8.073853844811925e-15,8.066653568356768e-15,8.098189052799234e-15,1.6707838644735888e-08,35,7,small_world,cascade,0,477505873
36,True,-0.5108518404035587,-0.23403642052464732,2.3667117889919203e-16,1.68177456567676e-16,1.642041997679149e-16,1.6453896912616346e-16,1.359462561781584e-08,36,7,small_world,cascade,1,984766599
31,True,-0.5350764333235746,-2.3286215571040585,6.317162002679893e-14,3.9105316696210966e-14,3.9099652556304734e-14,3.910903136360845e-14,1.3232147206136499e-08,31,7,small_world,cascade,2,761432562
29,True,-0.6756229483613642,-0.38679538267572705,1.1667756674985638e-09,7.733285458792223e-10,7.73328543906195e-10,7.733282951615381e-10,6.905183948435598e-09,29,7,small_world,cascade,3,650883349
35,True,-0.5109532768662272,-0.30963842381644757,9.516197353929913e-17,4.1962486042515756e-17,9.383097129595137e-17,0.0,2.0960104712702747e-08,35,7,small_world,cascade,4,903327871
35,True,-0.5109937113401057,-0.7096306684953297,1.952150193970946e-15,1.2043672118472783e-15,1.2100194090563243e-15,1.2127448860637477e-15,1.4036748025229114e-08,35,7,small_world,cascade,5,515078901
31,True,-0.5338373371793361,-2.719693318078006,3.9219572292785015e-15,2.7512642452407644e-15,2.7470409051683062e-15,2.7516642255067787e-15,9.181704162575033e-09,31,7,small_world,cascade,6,720695946
32,True,-0.5323000270218204,-2.273471078736282,5.750615934387745e-15,3.893264552388685e-15,3.886587679823736e-15,3.8968105179679655e-15,8.758538337226699e-09,32,7,small_world,cascade,7,284730884
33,True,-0.5172373210728591,-2.0910260130850937,3.8785588833528015e-15,2.6931746577203138e-15,2.691856480103948e-15,2.693168272756231e-15,8.575073620215169e-09,33,7,small_world,cascade,8,963211223
31,True,-0.5122911302254707,-2.7353004450982192,2.3233523088005164e-14,1.4824480587146223e-14,1.4828392383798628e-14,1.4825534721228238e-14,1.3928544828446356e-08,31,7,small_world,cascade,9,623367385
37,True,-0.4888001840765763,-0.8006366349992055,5.016128385697178e-10,2.0981243021257878e-17,1.3649907160014135e-15,6.015547229168665e-10,1.024616193299328e-08,37,7,small_world,heterogeneous_cascade,0,782005170
35,True,-0.4964595434551685,-1.1366072720542517,4.0412745968583813e-10,9.085144729692145e-18,7.305495882379394e-16,5.321496500574591e-10,1.500086712911264e-08,35,7,small_world,heterogeneous_cascade,1,460737662
37,True,-0.4942467706614967,-0.6516473922103054,3.5536420235344433e-10,2.319827263034111e-16,2.2887833992611187e-16,4.697688923261784e-10,9.776304637443633e-09,37,7,small_world,heterogeneous_cascade,2,866801438
36,True,-0.47569470170813455,-1.3234473202641233,6.774805300092726e-10,3.23342670699843e-17,3.2317244553895346e-16,8.062981967314667e-10,1.5681237512172516e-08,36,7,small_world,heterogeneous_cascade,3,74177867
32,True,-0.5094355143034665,-1.8138735703626838,1.1649214851136536e-09,5.849514864966071e-14,1.238398154269116e-13,1.5026820551479617e-09,2.2832895101189762e-08,32,7,small_world,heterogeneous_cascade,4,114104071
32,True,-0.5492483192402476,-2.2139093639453136,7.066550667827051e-10,1.0553066965772221e-13,1.0764334017939602e-13,8.433731315718593e-10,1.2442276360583362e-08,32,7,small_world,heterogeneous_cascade,5,507116487
31,True,-0.5293605298116966,-2.307179961083856,4.4968701442305353e-10,1.2934238630663624e-15,4.6452477379665005e-14,6.797531715162654e-10,1.3437948110653558e-08,31,7,small_world,heterogeneous_cascade,6,732413502
32,True,-0.5610132248077375,-0.731672212937951,5.065625702260346e-10,1.2486642659123834e-14,1.7620209782358093e-14,5.924777695322644e-10,1.36448872519827e-08,32,7,small_world,heterogeneous_cascade,7,809219112
37,True,-0.4732300049346581,-0.8881638055483523,4.3898792934094176e-10,1.6587129022171875e-17,1.3877787807814457e-17,5.473865786354796e-10,1.642124591361336e-08,37,7,small_world,heterogeneous_cascade,8,440088699
31,True,-0.5653116149116544,-1.5865845253380844,3.2299532691789025e-10,2.3719302195253375e-14,2.9354097466543973e-14,4.105969299463675e-10,1.0230420688658857e-08,31,7,small_world,heterogeneous_cascade,9,649673207
27,True,-0.7498124904136426,0.21868261074868506,1.1068922074380095e-09,4.922382315735328e-10,6.404336536297723e-10,8.396324911114132e-10,4.5048793878044354e-09,27,7,scale_free,independent,0,553103802
30,True,-0.661936448093435,0.13222151066490437,1.4157535438142618e-09,4.6405241141184283e-10,5.734988553662253e-10,1.7266872183789431e-09,5.21825990992215e-09,30,7,scale_free,independent,1,961522949
38,True,-0.440148577742599,-1.6663108694015,9.035978147326568e-09,6.796314680197181e-10,5.894593076051787e-09,9.266052275642226e-09,1.6148634251016623e-08,38,7,scale_free,independent,2,654102409
29,True,-0.6386876172158741,-0.844426381203253,2.69054895484293e-09,2.04742999743679e-09,5.070668666629292e-10,2.4713802337346276e-09,7.620610681521251e-09,29,7,scale_free,independent,3,416843938
30,True,-0.6541478477925442,0.2198977209020501,2.490937845024039e-09,9.952318609370826e-10,9.15521890677388e-10,2.4195523946881e-09,7.235656967138735e-09,30,7,scale_free,independent,4,969815116
28,True,-0.714119563446921,-0.13372151342583713,1.0271289269618224e-09,1.0295703639552896e-09,4.320530353940983e-11,3.8116035993510743e-10,3.766386536824746e-09,28,7,scale_free,independent,5,107253039
26,True,-0.8382579575872967,1.2376981158589964,9.104057328606091e-10,9.005292883604072e-10,1.5755676639753432e-10,9.838636045932608e-10,4.825909711952122e-09,26,7,scale_free,independent,6,984578081
34,True,-0.5577166672025742,-0.30840563497780416,3.4864787846074255e-09,6.738146582230552e-10,3.000437387539526e-09,2.1159680612008943e-09,7.446121561253485e-09,34,7,scale_free,independent,7,154013044
32,True,-0.5525193685945171,-1.3539213382999984,2.8816562757807603e-09,8.579875168719076e-10,1.1352783396651828e-09,2.8480610455549726e-09,7.650097788505783e-09,32,7,scale_free,independent,8,288228245
34,True,-0.530280391214881,-0.9648623862757969,4.178065671023332e-09,3.4279779522001604e-09,1.650098024356484e-09,3.4704508268576115e-09,9.586959262779614e-09,34,7,scale_free,independent,9,821470068
34,True,-0.5284811988596992,-0.6841874410750981,6.438289065464558e-09,3.9945750199092966e-09,3.4762711078225755e-09,3.926345671010221e-09,1.299732333791603e-08,34,7,scale_free,independent,10,733753497
22,True,-0.9614733421292251,0.4057045851236982,5.179435948500965e-10,7.433775484012496e-11,5.6149248719534e-10,2.6675475087308014e-10,2.6599474369354715e-09,22,7,scale_free,independent,11,970354240
32,True,-0.5930135230213257,-0.023427861696875298,2.2695578040642865e-09,1.085714634791038e-09,7.372496835573755e-10,2.384173876305461e-09,7.66435641227064e-09,32,7,scale_free,independent,12,749983537
23,True,-0.9215144040310864,-0.23994366831902164,2.4266468331182653e-10,2.2016851052120835e-11,2.2436913607029362e-10,1.3804678375506338e-10,1.3465341518859346e-09,23,7,scale_free,independent,13,637008490
37,True,-0.4972193209750279,-0.049963160109919545,7.4184096645680085e-09,5.652008202700576e-09,5.425838548931074e-09,3.2603081789137808e-09,1.6012451734475156e-08,37,7,scale_free,independent,14,346492861
21,True,-1.03534609580145,0.4845001937786666,1.6177992022149887e-10,8.682432223299534e-11,1.2750142137331655e-10,9.427374130803867e-11,7.553577995710846e-10,21,7,scale_free,independent,15,4712556
32,True,-0.5897826768381526,-0.36578983727618275,2.4794912256684625e-09,2.025848005268483e-09,1.0301994583636669e-09,1.714978877038557e-09,8.441001001260165e-09,32,7,scale_free,independent,16,123869774
20,True,-1.1404289110189945,0.7026889818136595,1.060459463057853e-10,3.723845806090801e-12,2.472915981808372e-11,1.2608705734538306e-10,7.464007346996291e-10,20,7,scale_free,independent,17,297777235
27,True,-0.7039702501343311,-0.36694143501064785,2.0911205451451346e-09,2.14488069886481e-10,1.2071439227691107e-09,2.4383216104055855e-09,7.862954994227042e-09,27,7,scale_free,independent,18,40946960
28,True,-0.7378887331973942,0.6359938673457386,4.725722900373765e-10,8.055562647630643e-11,4.0203251208596403e-10,3.116671903940946e-10,4.2661741339081285e-09,28,7,scale_free,independent,19,508179647
20,True,-1.0981873483010474,0.5648652894717946,2.4756574436039233e-10,1.347418864756407e-10,6.175688503833888e-11,2.1808937371783684e-10,1.4877716660002295e-09,20,7,scale_free,independent,20,777343127
31,True,-0.6343015229269202,-0.15938705681351564,1.4077287255852304e-09,1.7044883763068803e-09,2.859049238742014e-10,7.530914993602529e-10,4.846037153336564e-09,31,7,scale_free,independent,21,963254752
23,True,-0.9273883807939127,0.6318805940330908,5.215215227238559e-10,3.0508843885388936e-10,4.829646566167916e-10,3.027211846884658e-11,2.556223418448697e-09,23,7,scale_free,independent,22,489699741
26,True,-0.8304277344636772,0.8833793738711915,5.306234791200327e-10,1.8001917569541553e-10,4.154645156350536e-10,3.903445513255452e-10,1.6291456569845189e-09,26,7,scale_free,independent,23,875005135
31,True,-0.639835651404392,0.3300417021603997,7.815752687593843e-10,5.785620551853934e-10,1.7611619960530714e-10,5.829474798362485e-10,6.443641288498107e-09,31,7,scale_free,independent,24,985540169
24,True,-0.9347319646395155,1.311654092789386,1.689522668864308e-10,9.352341047018647e-12,5.040513652567268e-11,1.9891785792582812e-10,1.026010297297068e-09,24,7,scale_free,independent,25,859828472
25,True,-0.7529330906026762,-0.8964797520720328,1.793577830625328e-09,9.183007148320205e-10,1.3276845986095232e-10,1.7630001035297685e-09,6.7177429840829946e-09,25,7,scale_free,independent,26,464973455
29,True,-0.7167847855170228,0.6176403139357497,1.0261596036955865e-09,7.998870702306207e-10,3.910774545882003e-10,8.891950026070163e-10,3.974205036017072e-09,29,7,scale_free,independent,27,325260388
